ZIP_CODE,city_name,city_code,STATE,state_code,county_name,state_county_fips_code,cbsa_name,cbsa_code
57401,Aberdeen,9,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57402,Aberdeen,9,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57426,Barnard,880,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57427,Bath,946,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57428,Bowdle,1747,SD,42,Edmunds County,46045,"aberdeen, sd micro area",10100
57432,Claremont,3170,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57433,Columbia,3458,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57439,Ferney,5587,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57441,Frederick,6030,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57445,Groton,6877,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57446,Hecla,7328,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57448,Hosmer,7803,SD,42,Edmunds County,46045,"aberdeen, sd micro area",10100
57449,Houghton,7814,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57451,Ipswich,8084,SD,42,Edmunds County,46045,"aberdeen, sd micro area",10100
57460,Mansfield,10291,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57471,Roscoe,14827,SD,42,Edmunds County,46045,"aberdeen, sd micro area",10100
57474,Stratford,16662,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57479,Warner,18213,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
57481,Westport,18681,SD,42,Brown County,46013,"aberdeen, sd micro area",10100
98520,Aberdeen,9,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98526,Amanda Park,306,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98535,Copalis Beach,3587,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98536,Copalis Crossing,24735,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98537,Cosmopolis,3675,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98541,Elma,5145,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98547,Grayland,6732,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98550,Hoquiam,7767,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98552,Humptulips,7887,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98557,Mccleary,10610,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98559,Malone,10220,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98562,Moclips,11174,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98563,Montesano,11263,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98566,Neilton,11769,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98568,Oakville,12515,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98569,Ocean Shores,12545,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98571,Pacific Beach,12962,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98575,Quinault,24738,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98583,Satsop,15293,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98587,Taholah,16937,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
98595,Westport,18681,WA,48,Grays Harbor County,53027,"aberdeen, wa micro area",10140
76443,Cross Plains,3858,TX,44,Callahan County,48059,"abilene, tx metro area",10180
76469,Putnam,14112,TX,44,Callahan County,48059,"abilene, tx metro area",10180
79501,Anson,417,TX,44,Jones County,48253,"abilene, tx metro area",10180
79503,Avoca,730,TX,44,Jones County,48253,"abilene, tx metro area",10180
79504,Baird,785,TX,44,Callahan County,48059,"abilene, tx metro area",10180
79508,Buffalo Gap,2142,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79510,Clyde,3303,TX,44,Callahan County,48059,"abilene, tx metro area",10180
79520,Hamlin,7047,TX,44,Jones County,48253,"abilene, tx metro area",10180
79525,Hawley,7263,TX,44,Jones County,48253,"abilene, tx metro area",10180
79530,Lawn,9397,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79533,Lueders,10037,TX,44,Jones County,48253,"abilene, tx metro area",10180
79536,Merkel,10851,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79541,Ovalo,20675,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79553,Stamford,16463,TX,44,Jones County,48253,"abilene, tx metro area",10180
79561,Trent,17445,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79562,Tuscola,17580,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79563,Tye,17621,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79566,Wingate,18980,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79601,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79602,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79603,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79604,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79605,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79606,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79607,Dyess Afb,24319,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79608,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79697,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79698,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
79699,Abilene,15,TX,44,Taylor County,48441,"abilene, tx metro area",10180
74820,Ada,45,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74821,Ada,45,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74825,Allen,217,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74842,Fittstown,24145,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74843,Fitzhugh,5662,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74844,Francis,5993,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74865,Roff,14772,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
74871,Stonewall,16618,OK,37,Pontotoc County,40123,"ada, ok micro area",10220
49220,Addison,59,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49221,Adrian,73,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49228,Blissfield,1527,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49229,Britton,1949,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49235,Clayton,3224,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49236,Clinton,3279,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49238,Deerfield,4168,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49247,Hudson,7853,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49248,Jasper,8217,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49253,Manitou Beach,21181,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49256,Morenci,11342,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49265,Onsted,12738,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49268,Palmyra,13041,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49276,Riga,23507,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49279,Sand Creek,23509,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49286,Tecumseh,17054,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49287,Tipton,17297,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
49289,Weston,18675,MI,23,Lenawee County,26091,"adrian, mi micro area",10300
44056,Macedonia,10123,OH,36,Summit County,39153,"akron, oh metro area",10420
44067,Northfield,12386,OH,36,Summit County,39153,"akron, oh metro area",10420
44087,Twinsburg,17611,OH,36,Summit County,39153,"akron, oh metro area",10420
44201,Atwater,678,OH,36,Portage County,39133,"akron, oh metro area",10420
44202,Aurora,702,OH,36,Portage County,39133,"akron, oh metro area",10420
44203,Barberton,861,OH,36,Summit County,39153,"akron, oh metro area",10420
44210,Bath,946,OH,36,Summit County,39153,"akron, oh metro area",10420
44211,Brady Lake,1814,OH,36,Portage County,39133,"akron, oh metro area",10420
44216,Clinton,3279,OH,36,Summit County,39153,"akron, oh metro area",10420
44221,Cuyahoga Falls,3975,OH,36,Summit County,39153,"akron, oh metro area",10420
44222,Cuyahoga Falls,3975,OH,36,Summit County,39153,"akron, oh metro area",10420
44223,Cuyahoga Falls,3975,OH,36,Summit County,39153,"akron, oh metro area",10420
44224,Stow,16652,OH,36,Summit County,39153,"akron, oh metro area",10420
44231,Garrettsville,6237,OH,36,Portage County,39133,"akron, oh metro area",10420
44232,Green,6762,OH,36,Summit County,39153,"akron, oh metro area",10420
44234,Hiram,7584,OH,36,Portage County,39133,"akron, oh metro area",10420
44236,Hudson,7853,OH,36,Summit County,39153,"akron, oh metro area",10420
44237,Hudson,7853,OH,36,Summit County,39153,"akron, oh metro area",10420
44240,Kent,8550,OH,36,Portage County,39133,"akron, oh metro area",10420
44241,Streetsboro,16680,OH,36,Portage County,39133,"akron, oh metro area",10420
44242,Kent,8550,OH,36,Portage County,39133,"akron, oh metro area",10420
44243,Kent,8550,OH,36,Portage County,39133,"akron, oh metro area",10420
44250,Lakemore,9213,OH,36,Summit County,39153,"akron, oh metro area",10420
44255,Mantua,10306,OH,36,Portage County,39133,"akron, oh metro area",10420
44260,Mogadore,11183,OH,36,Portage County,39133,"akron, oh metro area",10420
44262,Munroe Falls,11589,OH,36,Summit County,39153,"akron, oh metro area",10420
44264,Peninsula,13326,OH,36,Summit County,39153,"akron, oh metro area",10420
44265,Randolph,14256,OH,36,Portage County,39133,"akron, oh metro area",10420
44266,Ravenna,14295,OH,36,Portage County,39133,"akron, oh metro area",10420
44272,Rootstown,20331,OH,36,Portage County,39133,"akron, oh metro area",10420
44278,Tallmadge,16959,OH,36,Summit County,39153,"akron, oh metro area",10420
44285,Wayland,18331,OH,36,Portage County,39133,"akron, oh metro area",10420
44286,Richfield,14523,OH,36,Summit County,39153,"akron, oh metro area",10420
44288,Windham,18964,OH,36,Portage County,39133,"akron, oh metro area",10420
44301,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44302,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44303,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44304,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44305,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44306,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44307,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44308,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44309,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44310,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44311,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44312,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44313,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44314,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44315,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44316,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44317,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44319,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44320,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44321,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44322,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44325,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44326,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44328,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44333,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44334,Fairlawn,5447,OH,36,Summit County,39153,"akron, oh metro area",10420
44372,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44393,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44396,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44398,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44399,Akron,120,OH,36,Summit County,39153,"akron, oh metro area",10420
44411,Deerfield,4168,OH,36,Portage County,39133,"akron, oh metro area",10420
44412,Diamond,4330,OH,36,Portage County,39133,"akron, oh metro area",10420
44685,Uniontown,17681,OH,36,Summit County,39153,"akron, oh metro area",10420
88081,Chaparral,2879,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88310,Alamogordo,132,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88311,Alamogordo,132,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88314,Bent,1248,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88317,Cloudcroft,3292,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88325,High Rolls Mountain Park,24529,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88330,Holloman Air Force Base,24530,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88337,La Luz,8895,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88339,Mayhill,10568,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88340,Mescalero,10881,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88342,Orogrande,12827,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88344,Pinon,13597,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88347,Sacramento,15033,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88349,Sunspot,24531,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88350,Timberon,17276,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88352,Tularosa,17524,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
88354,Weed,18368,NM,32,Otero County,35035,"alamogordo, nm micro area",10460
31701,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31702,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31703,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31704,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31705,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31706,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31707,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31708,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31721,Albany,139,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31763,Leesburg,9473,GA,11,Lee County,13177,"albany, ga metro area",10500
31772,Oakfield,12495,GA,11,Worth County,13321,"albany, ga metro area",10500
31781,Poulan,13951,GA,11,Worth County,13321,"albany, ga metro area",10500
31782,Putney,14114,GA,11,Dougherty County,13095,"albany, ga metro area",10500
31787,Smithville,15942,GA,11,Lee County,13177,"albany, ga metro area",10500
31789,Sumner,16775,GA,11,Worth County,13321,"albany, ga metro area",10500
31791,Sylvester,16913,GA,11,Worth County,13321,"albany, ga metro area",10500
31796,Warwick,18234,GA,11,Worth County,13321,"albany, ga metro area",10500
39826,Bronwood,1986,GA,11,Terrell County,13273,"albany, ga metro area",10500
39842,Dawson,4096,GA,11,Terrell County,13273,"albany, ga metro area",10500
39877,Parrott,13161,GA,11,Terrell County,13273,"albany, ga metro area",10500
39885,Sasser,15287,GA,11,Terrell County,13273,"albany, ga metro area",10500
97321,Albany,139,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97322,Albany,139,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97327,Brownsville,2053,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97329,Cascadia,2621,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97335,Crabtree,3769,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97336,Crawfordsville,3789,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97345,Foster,5939,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97348,Halsey,7028,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97355,Lebanon,9453,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97358,Lyons,10103,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97360,Mill City,11004,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97374,Scio,15395,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97377,Shedd,15641,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97386,Sweet Home,16885,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97389,Tangent,16986,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
97446,Harrisburg,7161,OR,38,Linn County,41043,"albany-lebanon, or metro area",10540
12007,Alcove,21679,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12008,Alplaus,21680,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12009,Altamont,271,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12018,Averill Park,722,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12019,Ballston Lake,19584,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12020,Ballston Spa,820,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12022,Berlin,1274,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12023,Berne,1282,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12027,Burnt Hills,19630,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12028,Buskirk,20940,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12031,Carlisle,2529,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12033,Castleton On Hudson,2673,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12035,Central Bridge,2799,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12036,Charlotteville,21682,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12040,Cherry Plain,21683,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12041,Clarksville,3201,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12043,Cobleskill,3338,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12045,Coeymans,21684,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12046,Coeymans Hollow,20726,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12047,Cohoes,3373,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12052,Cropseyville,21202,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12053,Delanson,4194,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12054,Delmar,4219,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12055,Dormansville,21685,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12056,Duanesburg,4548,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12059,East Berne,20882,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12061,East Greenbush,4754,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12062,East Nassau,4799,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12063,East Schodack,20854,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12065,Clifton Park,19455,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12066,Esperance,5307,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12067,Feura Bush,19408,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12071,Fultonham,6124,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12073,Gallupville,21688,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12074,Galway,6180,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12076,Gilboa,6350,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12077,Glenmont,6450,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12082,Grafton,6618,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12084,Guilderland,19536,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12085,Guilderland Center,20853,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12089,Hoosick,21690,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12090,Hoosick Falls,7746,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12092,Howes Cave,19919,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12093,Jefferson,8229,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12094,Johnsonville,8298,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12107,Knox,8780,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12110,Latham,9346,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12118,Mechanicville,10752,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12120,Medusa,21692,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12121,Melrose,10793,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12122,Middleburgh,10951,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12123,Nassau,11706,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12128,Newtonville,20144,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12131,North Blenheim,21693,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12133,North Hoosick,21694,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12137,Pattersonville,20222,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12138,Petersburg,13407,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12140,Poestenkill,13736,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12141,Quaker Street,21695,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12143,Ravena,14291,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12144,Rensselaer,14461,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12147,Rensselaerville,20849,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12148,Rexford,14486,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12149,Richmondville,14539,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12150,Rotterdam Junction,20963,NY,33,Schenectady County,36093,"albany-schenectady-troy, ny metro area",10580
12151,Round Lake,14901,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12153,Sand Lake,15192,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12154,Schaghticoke,15361,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12156,Schodack Landing,20850,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12157,Schoharie,15381,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12158,Selkirk,20367,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12159,Slingerlands,20382,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12160,Sloansville,20851,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12161,South Bethlehem,16048,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12168,Stephentown,20424,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12169,Stephentown,20424,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12170,Stillwater,16582,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12175,Summit,16767,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12180,Troy,17493,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12181,Troy,17493,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12182,Troy,17493,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12183,Troy,17493,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12185,Valley Falls,17785,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12186,Voorheesville,18020,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12187,Warnerville,20970,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12188,Waterford,18265,NY,33,Saratoga County,36091,"albany-schenectady-troy, ny metro area",10580
12189,Watervliet,18275,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12193,Westerlo,20566,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12194,West Fulton,21698,NY,33,Schoharie County,36095,"albany-schenectady-troy, ny metro area",10580
12196,West Sand Lake,18601,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12198,Wynantskill,19199,NY,33,Rensselaer County,36083,"albany-schenectady-troy, ny metro area",10580
12201,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12202,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12203,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12204,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12205,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12206,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12207,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12208,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12209,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12210,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12211,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12212,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12214,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12220,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12222,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12223,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12224,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12225,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12226,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12227,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12228,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12229,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12230,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
12231,Albany,139,NY,33,Albany County,36001,"albany-schenectady-troy, ny metro area",10580
